S3	S4	S7	S8	gene.names
197	304	54	35	CAGL0K01155g
298	407	545	223	CAGL0K01177g
79	135	312	136	CAGL0K01199g
172	210	461	234	CAGL0K01221g
396	477	844	508	CAGL0K01243g
96	142	124	86	CAGL0K01265g
124	208	200	128	CAGL0K01287g
334	456	559	323	CAGL0K01309g
396	584	606	378	CAGL0K01331g
189	285	733	402	CAGL0K01353g
232	252	425	260	CAGL0K01375g
146	208	269	180	CAGL0K01397g
203	211	306	174	CAGL0K01419g
118	143	79	54	CAGL0K01441g
410	585	402	247	CAGL0K01463g
39	59	50	28	CAGL0K01485g
190	214	233	141	CAGL0K01507g
344	471	338	141	CAGL0K01529g
1080	1413	255	203	CAGL0K01551g
165	217	116	71	CAGL0K01573g
962	1248	2220	1461	CAGL0K01595g
145	193	240	159	CAGL0K01617g
142	129	337	218	CAGL0K01639g
671	835	1050	555	CAGL0K01661g
932	1215	2541	1504	CAGL0K01683g
284	361	578	366	CAGL0K01705g
395	357	1332	713	CAGL0K01727g
554	775	1851	852	CAGL0K01749g
153	193	177	89	CAGL0K01771g
740	873	813	530	CAGL0K01793g
158	232	245	131	CAGL0K01815g
1260	1441	2158	1318	CAGL0K01837g
3088	3874	709	578	CAGL0K01859g
105	160	208	114	CAGL0K01881g
40	70	161	62	CAGL0K01903g
1063	1413	1941	1102	CAGL0K01925g
187	214	277	158	CAGL0K01947g
124	183	31	10	CAGL0K01961r
196	312	101	58	CAGL0K01969g
1499	1855	309	295	CAGL0K01991g
126	138	162	87	CAGL0K02013g
268	356	540	315	CAGL0K02035g
0	0	0	0	CAGL0K02057r
1959	2332	2835	1783	CAGL0K02079g
1	1	1	0	CAGL0K02090r
152	182	249	143	CAGL0K02101g
13690	16233	8942	5775	CAGL0K02123g
319	470	637	485	CAGL0K02145g
163	196	223	161	CAGL0K02167g
85	112	114	76	CAGL0K02189g
601	818	94	95	CAGL0K02211g
938	1163	164	161	CAGL0K02233g
1107	1364	1911	1006	CAGL0K02255g
242	307	462	292	CAGL0K02277g
279	355	451	310	CAGL0K02299g
201	276	318	132	CAGL0K02321g
306	467	517	343	CAGL0K02343g
184	224	304	202	CAGL0K02365g
553	664	167	142	CAGL0K02387g
767	792	919	606	CAGL0K02409g
386	535	457	339	CAGL0K02431g
321	387	227	192	CAGL0K02453g
797	1100	758	504	CAGL0K02475g
1238	1587	685	415	CAGL0K02497g
42	52	74	43	CAGL0K02519g
1710	2267	799	597	CAGL0K02541g
86	112	188	100	CAGL0K02563g
94	124	263	146	CAGL0K02585g
0	0	0	0	CAGL0K02607r
62	101	124	73	CAGL0K02629g
229	253	293	194	CAGL0K02651g
628	910	757	526	CAGL0K02673g
7	6	9	8	CAGL0K02695g
536	576	784	468	CAGL0K02717g
1200	1631	1245	917	CAGL0K02739g
296	395	778	455	CAGL0K02761g
427	534	1048	657	CAGL0K02783g
125	207	452	282	CAGL0K02805g
249	290	533	307	CAGL0K02827g
561	684	1158	785	CAGL0K02849g
0	0	0	0	CAGL0K02871s
673	861	1047	631	CAGL0K02893g
120	158	165	91	CAGL0K02915g
838	1196	422	374	CAGL0K02937g
452	589	1187	725	CAGL0K02959g
112	160	373	249	CAGL0K02981g
87	103	178	125	CAGL0K03003g
586	633	880	550	CAGL0K03025g
443	576	782	441	CAGL0K03047g
98	133	345	232	CAGL0K03069g
326	491	154	112	CAGL0K03091g
104	138	127	100	CAGL0K03113g
11789	12446	5512	3686	CAGL0K03135g
126	127	87	51	CAGL0K03157g
254	326	263	194	CAGL0K03179g
21	37	82	47	CAGL0K03201g
126	184	301	178	CAGL0K03223g
277	345	526	338	CAGL0K03245g
709	936	1391	907	CAGL0K03267g
1037	1302	2357	1433	CAGL0K03289g
0	0	0	0	CAGL0K03311r
142	171	354	219	CAGL0K03333g
0	0	0	0	CAGL0K03355g
371	440	1003	591	CAGL0K03377g
456	599	890	533	CAGL0K03399g
47	84	529	286	CAGL0K03421g
340	425	711	326	CAGL0K03443g
72	93	429	231	CAGL0K03459g
3108	4255	2855	1661	CAGL0K03465g
556	724	1240	557	CAGL0K03487g
897	1175	2157	1139	CAGL0K03509g
42	66	101	60	CAGL0K03531g
511	606	781	424	CAGL0K03553g
46	62	252	139	CAGL0K03575g
302	402	496	333	CAGL0K03597g
106	142	240	151	CAGL0K03619g
224	312	556	385	CAGL0K03641g
1761	2246	2404	958	CAGL0K03663g
189	233	235	159	CAGL0K03685g
311	400	586	380	CAGL0K03707g
960	1125	1133	778	CAGL0K03729g
179	231	284	193	CAGL0K03751g
261	290	234	152	CAGL0K03773g
597	758	137	149	CAGL0K03795g
541	686	586	441	CAGL0K03817g
98	105	225	127	CAGL0K03839g
1268	1573	354	316	CAGL0K03861g
37	40	28	21	CAGL0K03883g
0	1	1	2	CAGL0K03905g
334	490	525	294	CAGL0K03927g
202	235	488	320	CAGL0K03949g
242	322	415	267	CAGL0K03971g
0	3	0	0	CAGL0K03982r
79	114	108	72	CAGL0K03993g
118	149	249	113	CAGL0K04015g
391	466	860	533	CAGL0K04037g
250	337	473	295	CAGL0K04059g
0	0	0	0	CAGL0K04081r
399	594	581	342	CAGL0K04103g
1035	1278	2858	1703	CAGL0K04125g
574	955	1086	565	CAGL0K04147g
125	192	386	230	CAGL0K04169g
64	67	121	88	CAGL0K04191g
145	178	134	98	CAGL0K04213g
856	1097	2610	1701	CAGL0K04235g
8	5	32	14	CAGL0K04257g
343	635	1147	725	CAGL0K04279g
8	13	64	37	CAGL0K04301g
53	79	221	134	CAGL0K04323g
1066	1191	950	656	CAGL0K04345g
549	650	956	647	CAGL0K04367g
507	619	554	357	CAGL0K04389g
124	172	396	228	CAGL0K04411g
394	493	388	254	CAGL0K04433g
0	2	4	1	CAGL0K04455g
4	7	1	0	CAGL0K04466r
2620	3049	1296	881	CAGL0K04477g
1251	1546	3350	2008	CAGL0K04499g
110	168	329	186	CAGL0K04521g
291	386	455	269	CAGL0K04543g
42	70	95	71	CAGL0K04565g
1633	1996	799	592	CAGL0K04587g
66	70	20	24	CAGL0K04598r
417	474	339	218	CAGL0K04609g
33	43	132	58	CAGL0K04631g
168	273	276	156	CAGL0K04653g
1	0	4	0	CAGL0K04675g
4	1	6	3	CAGL0K04697g
20	15	21	24	CAGL0K04708g
83	143	334	150	CAGL0K04719g
6753	7830	4017	2660	CAGL0K04741g
29	42	60	41	CAGL0K04785g
338	430	623	420	CAGL0K04807g
63	56	89	60	CAGL0K04829g
110	142	226	167	CAGL0K04851g
97	122	193	150	CAGL0K04873g
237	289	510	271	CAGL0K04895g
285	392	367	294	CAGL0K04917g
227	302	502	300	CAGL0K04939g
172	290	315	198	CAGL0K04961g
92	134	72	59	CAGL0K04983g
457	609	783	510	CAGL0K05005g
1161	1261	1538	1020	CAGL0K05027g
354	448	278	184	CAGL0K05049g
28	30	18	15	CAGL0K05063r
208	256	384	220	CAGL0K05071g
667	755	2065	1185	CAGL0K05093g
167	248	172	119	CAGL0K05115g
159	207	328	223	CAGL0K05137g
0	0	0	0	CAGL0K05159r
1197	1636	2420	1446	CAGL0K05203g
529	692	948	613	CAGL0K05225g
4	8	26	6	CAGL0K05247g
118	166	139	112	CAGL0K05269g
426	556	584	397	CAGL0K05291g
2332	3162	2009	1269	CAGL0K05313g
934	1148	1078	677	CAGL0K05335g
5337	7429	3584	2468	CAGL0K05357g
740	999	1491	870	CAGL0K05379g
812	954	418	287	CAGL0K05390g
265	330	626	325	CAGL0K05401g
209	239	404	234	CAGL0K05423g
226	320	386	268	CAGL0K05445g
496	557	740	535	CAGL0K05467g
206	282	360	237	CAGL0K05489g
244	332	366	238	CAGL0K05511g
37	41	49	34	CAGL0K05533g
534	746	268	186	CAGL0K05555g
143	214	185	133	CAGL0K05577g
153	166	104	72	CAGL0K05599g
152	250	321	215	CAGL0K05621g
194	231	512	331	CAGL0K05643g
405	512	1560	716	CAGL0K05665g
4	0	13	14	CAGL0K05687g
700	857	827	526	CAGL0K05709g
637	755	1133	582	CAGL0K05731g
1057	1237	532	344	CAGL0K05753g
137	173	388	238	CAGL0K05775g
139	119	266	166	CAGL0K05797g
3952	5209	7899	4224	CAGL0K05813g
391	519	393	260	CAGL0K05819g
274	368	523	312	CAGL0K05841g
694	1344	451	337	CAGL0K05863g
0	1	0	0	CAGL0K05885r
6	9	4	3	CAGL0K05929r
3825	4347	18031	8584	CAGL0K05973g
1038	1483	1292	707	CAGL0K05995g
455	516	566	365	CAGL0K06017g
921	1013	860	590	CAGL0K06033g
7	15	3	2	CAGL0K06039g
5793	6304	3509	2572	CAGL0K06061g
100	138	212	146	CAGL0K06083g
66	77	124	73	CAGL0K06105g
0	0	0	0	CAGL0K06127g
11986	14024	6863	5526	CAGL0K06149g
224	281	336	204	CAGL0K06193g
718	970	131	152	CAGL0K06215g
389	568	1221	719	CAGL0K06237g
1191	1090	4928	3423	CAGL0K06259g
1339	1612	1358	890	CAGL0K06281g
654	792	888	595	CAGL0K06303g
657	824	1203	830	CAGL0K06325g
26	44	43	23	CAGL0K06347g
173	211	276	183	CAGL0K06369g
13	20	19	17	CAGL0K06380g
332	389	582	347	CAGL0K06391g
395	601	559	336	CAGL0K06413g
177	230	165	100	CAGL0K06435g
465	600	174	148	CAGL0K06457g
313	406	406	249	CAGL0K06479g
156	229	204	115	CAGL0K06501g
168	224	139	88	CAGL0K06523g
404	494	770	399	CAGL0K06545g
7219	8567	3791	3105	CAGL0K06567g
169	226	218	165	CAGL0K06589g
0	1	0	0	CAGL0K06611r
108	135	172	100	CAGL0K06633g
500	643	654	433	CAGL0K06655g
18	37	125	55	CAGL0K06677g
522	705	1395	874	CAGL0K06699g
152	190	224	118	CAGL0K06721g
499	639	771	493	CAGL0K06743g
129	159	87	75	CAGL0K06765g
3574	4083	2143	1433	CAGL0K06787g
82	93	63	37	CAGL0K06809g
1787	2184	3159	1965	CAGL0K06831g
503	710	1348	782	CAGL0K06853g
100	133	130	112	CAGL0K06875g
315	445	455	307	CAGL0K06897g
430	574	297	201	CAGL0K06919g
29	60	31	24	CAGL0K06941g
346	459	512	354	CAGL0K06963g
133	176	204	120	CAGL0K06985g
349	451	216	116	CAGL0K07007g
265	351	314	199	CAGL0K07029g
263	409	387	255	CAGL0K07051g
149	197	314	206	CAGL0K07073g
1367	1657	2420	1599	CAGL0K07095g
64	91	113	65	CAGL0K07111g
315	401	526	337	CAGL0K07117g
114	152	211	142	CAGL0K07139g
257	351	263	148	CAGL0K07161g
6	7	0	1	CAGL0K07175r
27	21	8	6	CAGL0K07183g
189	278	85	69	CAGL0K07205g
2	1	0	1	CAGL0K07227r
227	251	341	239	CAGL0K07271g
1932	2541	2975	1831	CAGL0K07293g
143	152	381	209	CAGL0K07315g
60	186	200	186	CAGL0K07337g
0	0	0	0	CAGL0K07348g
0	0	0	0	CAGL0K07381g
1255	1642	1018	754	CAGL0K07392g
17438	20409	9544	7346	CAGL0K07414g
1076	1316	1192	802	CAGL0K07436g
142	193	685	464	CAGL0K07458g
748	991	1922	1023	CAGL0K07480g
0	0	0	0	CAGL0K07502g
587	779	2626	1488	CAGL0K07524g
13	26	8806	6552	CAGL0K07546g
5	13	22	7	CAGL0K07568g
194	244	494	384	CAGL0K07590g
343	435	445	286	CAGL0K07612g
3	3	12	9	CAGL0K07634g
2534	3198	1553	1115	CAGL0K07656g
15	21	60	41	CAGL0K07678g
326	407	217	177	CAGL0K07700g
0	1	1	0	CAGL0K07722r
531	719	879	521	CAGL0K07744g
16	11	9	2	CAGL0K07755g
570	700	769	411	CAGL0K07766g
453	546	883	558	CAGL0K07788g
21594	25425	17162	11200	CAGL0K07832g
117	183	73	49	CAGL0K07854g
113	141	146	73	CAGL0K07876g
248	337	243	141	CAGL0K07898g
127	135	209	118	CAGL0K07920g
264	381	234	156	CAGL0K07942g
983	1400	1583	993	CAGL0K07964g
949	1173	1014	668	CAGL0K07986g
495	593	702	465	CAGL0K08008g
287	401	681	482	CAGL0K08030g
4	6	6	5	CAGL0K08036r
6	4	3	7	CAGL0K08041r
0	1	2	5	CAGL0K08046r
123	130	177	117	CAGL0K08052g
28	44	25	20	CAGL0K08074g
250	301	355	232	CAGL0K08096g
355	506	710	468	CAGL0K08118g
303	408	566	379	CAGL0K08140g
195	293	447	272	CAGL0K08162g
1257	1556	2880	1630	CAGL0K08184g
155	219	118	90	CAGL0K08206g
99	153	146	108	CAGL0K08228g
613	815	480	353	CAGL0K08250g
302	391	474	264	CAGL0K08272g
200	273	349	229	CAGL0K08294g
156	165	248	195	CAGL0K08316g
96	72	122	56	CAGL0K08338g
719	994	162	110	CAGL0K08360g
9621	11705	5838	3942	CAGL0K08382g
370	421	664	429	CAGL0K08404g
1556	1817	2067	1295	CAGL0K08426g
0	0	0	0	CAGL0K08448r
1	0	1	0	CAGL0K08470g
483	615	803	455	CAGL0K08492g
906	1037	1119	749	CAGL0K08514g
246	373	922	495	CAGL0K08536g
1221	1431	1620	1049	CAGL0K08558g
212	330	351	223	CAGL0K08580g
51	111	111	58	CAGL0K08602g
214	269	294	266	CAGL0K08624g
471	638	480	302	CAGL0K08646g
4	6	5	6	CAGL0K08668g
118	145	135	88	CAGL0K08690g
4	7	2	0	CAGL0K08712g
106	119	607	283	CAGL0K08734g
235	384	286	184	CAGL0K08756g
0	0	0	0	CAGL0K08778r
81	119	401	282	CAGL0K08800g
363	476	467	298	CAGL0K08822g
393	515	694	464	CAGL0K08844g
668	699	1552	825	CAGL0K08866g
868	1266	502	352	CAGL0K08888g
902	1191	1990	1163	CAGL0K08910g
50	63	177	127	CAGL0K08932g
248	341	324	204	CAGL0K08954g
158	228	178	110	CAGL0K08976g
46	55	33	25	CAGL0K08998g
316	439	287	182	CAGL0K09020g
369	505	67	68	CAGL0K09042g
436	727	470	360	CAGL0K09064g
291	379	396	270	CAGL0K09086g
179	231	192	116	CAGL0K09108g
857	1053	943	556	CAGL0K09130g
504	621	432	268	CAGL0K09152g
3	0	1	0	CAGL0K09174r
200	355	731	399	CAGL0K09218g
73	91	82	57	CAGL0K09240g
183	293	249	158	CAGL0K09262g
1019	1293	165	148	CAGL0K09284g
205	290	234	158	CAGL0K09306g
2518	2719	1955	1319	CAGL0K09328g
98	78	243	118	CAGL0K09350g
185	263	276	178	CAGL0K09372g
55	63	171	100	CAGL0K09394g
482	621	179	121	CAGL0K09416g
125	154	174	101	CAGL0K09438g
970	1382	332	250	CAGL0K09460g
233	284	297	182	CAGL0K09482g
45	65	185	91	CAGL0K09504g
827	993	1966	1113	CAGL0K09526g
667	899	664	496	CAGL0K09548g
1140	1572	800	545	CAGL0K09570g
896	951	1338	807	CAGL0K09592g
1803	2290	459	343	CAGL0K09614g
0	0	0	0	CAGL0K09636r
70	95	74	45	CAGL0K09680g
358	316	2785	949	CAGL0K09702g
2189	2836	1889	1234	CAGL0K09724g
212	268	267	212	CAGL0K09746g
782	861	1248	754	CAGL0K09768g
917	1227	2238	1151	CAGL0K09790g
261	370	664	378	CAGL0K09812g
71	77	108	59	CAGL0K09823g
655	808	690	448	CAGL0K09834g
138	177	239	138	CAGL0K09856g
305	433	635	499	CAGL0K09878g
135	153	360	158	CAGL0K09900g
1231	1565	530	483	CAGL0K09922g
320	370	595	350	CAGL0K09944g
2580	3264	1571	1031	CAGL0K09966g
263	379	675	383	CAGL0K09988g
646	770	367	264	CAGL0K10010g
83	97	129	77	CAGL0K10032g
430	663	482	358	CAGL0K10054g
177	256	337	248	CAGL0K10076g
112	123	138	100	CAGL0K10098g
157	168	338	214	CAGL0K10120g
50	96	125	84	CAGL0K10142g
73	26	1314	743	CAGL0K10164g
63	85	161	99	CAGL0K10186g
156	148	132	95	CAGL0K10208g
566	725	617	431	CAGL0K10230g
403	510	984	644	CAGL0K10252g
489	669	787	500	CAGL0K10274g
65	80	127	69	CAGL0K10296g
274	372	517	330	CAGL0K10318g
396	474	847	526	CAGL0K10340g
277	384	113	66	CAGL0K10362g
151	210	206	129	CAGL0K10384g
199	262	307	196	CAGL0K10406g
3	3	3	4	CAGL0K10428g
0	0	0	0	CAGL0K10450r
1117	1612	958	612	CAGL0K10472g
538	596	1436	804	CAGL0K10494g
330	404	600	454	CAGL0K10516g
0	0	0	0	CAGL0K10538r
509	604	682	429	CAGL0K10582g
60	57	248	156	CAGL0K10604g
130	182	721	367	CAGL0K10626g
289	409	647	446	CAGL0K10648g
0	0	0	0	CAGL0K10670r
236	302	287	199	CAGL0K10692g
43	66	90	48	CAGL0K10714g
130	201	258	169	CAGL0K10736g
401	509	674	457	CAGL0K10758g
5830	7928	1419	1319	CAGL0K10780g
1	1	1	2	CAGL0K10802r
17	18	138	91	CAGL0K10824g
79	120	461	153	CAGL0K10846g
302	400	2326	1713	CAGL0K10868g
10	14	42	32	CAGL0K10879g
113	137	153	104	CAGL0K10890g
17	21	6	6	CAGL0K10898r
8630	10904	5692	4188	CAGL0K10906g
879	960	1313	849	CAGL0K10912g
262	372	615	373	CAGL0K10934g
481	534	1021	516	CAGL0K10956g
501	742	833	553	CAGL0K10978g
103	145	150	99	CAGL0K11000g
379	487	744	441	CAGL0K11022g
853	973	1422	794	CAGL0K11044g
102	116	230	120	CAGL0K11066g
2022	2586	2918	1840	CAGL0K11088g
135	151	257	152	CAGL0K11110g
120	187	145	79	CAGL0K11132g
0	0	0	0	CAGL0K11154r
201	316	314	231	CAGL0K11198g
151	237	495	265	CAGL0K11209g
732	899	584	401	CAGL0K11231g
214	291	309	231	CAGL0K11253g
84	109	305	175	CAGL0K11275g
155	263	554	328	CAGL0K11297g
87	148	69	42	CAGL0K11319g
164	176	305	193	CAGL0K11341g
142	212	231	145	CAGL0K11363g
310	416	319	233	CAGL0K11374g
436	572	652	415	CAGL0K11396g
2492	3104	3188	1239	CAGL0K11418g
408	457	416	290	CAGL0K11440g
2402	2672	2837	1688	CAGL0K11462g
0	0	0	1	CAGL0K11484g
348	496	438	312	CAGL0K11506g
378	455	285	210	CAGL0K11528g
230	292	381	263	CAGL0K11550g
1155	1550	6188	2396	CAGL0K11572g
73	95	406	210	CAGL0K11594g
332	500	419	193	CAGL0K11616g
3	4	2	1	CAGL0K11638g
531	686	796	442	CAGL0K11660g
68	93	165	64	CAGL0K11682g
0	0	0	0	CAGL0K11704r
3548	4566	2791	1979	CAGL0K11726g
13040	15800	7145	5494	CAGL0K11748g
341	441	317	223	CAGL0K11770g
432	574	626	395	CAGL0K11792g
402	480	826	502	CAGL0K11814g
117	152	511	268	CAGL0K11836g
3208	4019	16712	9053	CAGL0K11858g
1852	2593	1787	658	CAGL0K11880g
389	507	382	254	CAGL0K11902g
0	0	0	0	CAGL0K11924r
36	52	56	35	CAGL0K11946g
651	685	1467	871	CAGL0K11968g
271	393	784	469	CAGL0K11990g
3568	4289	1794	1356	CAGL0K12012g
624	833	1872	1238	CAGL0K12034g
391	458	759	487	CAGL0K12056g
2	0	0	0	CAGL0K12067r
0	0	0	0	CAGL0K12078g
552	681	882	507	CAGL0K12100g
110	156	126	94	CAGL0K12122g
371	356	765	489	CAGL0K12144g
153	219	379	190	CAGL0K12166g
288	405	435	304	CAGL0K12188g
293	397	158	100	CAGL0K12210g
570	798	736	487	CAGL0K12232g
254	366	724	446	CAGL0K12254g
1564	1899	3112	1654	CAGL0K12276g
67	85	101	56	CAGL0K12298g
121	170	232	140	CAGL0K12320g
507	678	740	471	CAGL0K12342g
9	14	7	7	CAGL0K12364g
302	409	306	210	CAGL0K12386g
177	230	247	190	CAGL0K12408g
1	1	6	2	CAGL0K12430g
201	291	239	155	CAGL0K12452g
244	352	527	328	CAGL0K12474g
203	228	170	146	CAGL0K12496g
97	141	180	113	CAGL0K12518g
32	16	27	24	CAGL0K12540g
306	385	595	366	CAGL0K12562g
205	300	391	227	CAGL0K12584g
210	287	369	228	CAGL0K12606g
474	557	524	336	CAGL0K12628g
834	1056	1160	657	CAGL0K12650g
1284	1682	1830	1179	CAGL0K12672g
6519	8747	10506	6117	CAGL0K12694g
4	5	6	2	CAGL0K12716g
390	444	531	318	CAGL0K12738g
131	184	446	295	CAGL0K12760g
108	180	569	260	CAGL0K12782g
792	954	270	210	CAGL0K12804g
17350	21295	12587	8926	CAGL0K12826g
4954	6028	4791	3327	CAGL0K12848g
179	217	247	164	CAGL0K12870g
306	379	377	265	CAGL0K12892g
329	401	598	362	CAGL0K12914g
301	440	519	342	CAGL0K12936g
154	170	417	252	CAGL0K12958g
604	816	516	364	CAGL0K12980g
2	0	7	2	CAGL0K13002g
51	67	96	53	CAGL0K13013g
1	5	12	4	CAGL0K13024g
1	0	0	0	CAGL0L00157g
50	66	160	99	CAGL0L00205g
9	30	18	5	CAGL0L00227g
393	545	499	382	CAGL0L00297g
1153	1631	1631	1161	CAGL0L00319g
1382	1833	316	327	CAGL0L00341g
242	316	243	160	CAGL0L00363g
339	376	347	217	CAGL0L00385g
250	301	227	191	CAGL0L00407g
513	398	1342	666	CAGL0L00429g
413	462	614	371	CAGL0L00451g
82	118	399	277	CAGL0L00473g
5236	2992	26780	15275	CAGL0L00495g
193	245	227	154	CAGL0L00517g
471	713	995	605	CAGL0L00539g
8	2	4	1	CAGL0L00561g
99	101	180	106	CAGL0L00583g
426	441	815	503	CAGL0L00605g
231	314	306	193	CAGL0L00627g
56	80	406	254	CAGL0L00649g
509	584	357	209	CAGL0L00671g
197	257	234	126	CAGL0L00693g
510	668	707	508	CAGL0L00715g
409	469	1314	893	CAGL0L00737g
1490	1885	6965	2808	CAGL0L00759g
197	288	279	186	CAGL0L00781g
100	112	321	150	CAGL0L00803g
482	624	578	338	CAGL0L00825g
1102	1462	1512	904	CAGL0L00847g
97	115	168	104	CAGL0L00869g
1565	2009	2284	1360	CAGL0L00891g
0	0	0	0	CAGL0L00913r
104	138	136	81	CAGL0L00935g
140	176	714	432	CAGL0L00957g
517	757	985	623	CAGL0L00979g
1132	1485	1138	730	CAGL0L01001g
0	0	2	2	CAGL0L01023g
1	0	7	4	CAGL0L01045g
171	219	391	272	CAGL0L01067g
1431	1700	2713	1601	CAGL0L01089g
1362	1793	2573	1077	CAGL0L01111g
0	0	0	0	CAGL0L01133r
50	58	70	42	CAGL0L01155g
432	632	868	482	CAGL0L01177g
156	196	294	166	CAGL0L01199g
389	410	381	209	CAGL0L01221g
1800	2307	1983	1440	CAGL0L01243g
146	177	813	532	CAGL0L01265g
698	973	1443	872	CAGL0L01287g
945	1087	1967	1000	CAGL0L01309g
966	1335	751	479	CAGL0L01331g
729	876	619	399	CAGL0L01353g
0	0	0	0	CAGL0L01375r
463	593	657	397	CAGL0L01397g
1286	1536	1889	1205	CAGL0L01419g
153	205	172	117	CAGL0L01441g
10	15	9	2	CAGL0L01463g
738	725	1452	833	CAGL0L01485g
468	586	429	284	CAGL0L01507g
84	90	148	101	CAGL0L01529g
1241	1579	1969	1138	CAGL0L01551g
196	268	241	178	CAGL0L01573g
0	0	0	0	CAGL0L01595r
333	397	403	276	CAGL0L01639g
0	0	0	0	CAGL0L01661r
47	54	120	88	CAGL0L01683g
209	252	455	312	CAGL0L01705g
886	1231	1497	890	CAGL0L01727g
386	512	552	394	CAGL0L01749g
82	101	305	280	CAGL0L01771g
230	303	350	258	CAGL0L01793g
0	0	0	0	CAGL0L01815r
17	31	24	22	CAGL0L01831g
281	361	528	365	CAGL0L01837g
344	381	541	346	CAGL0L01859g
1060	1353	1445	883	CAGL0L01881g
4	4	0	0	CAGL0L01892r
342	452	400	278	CAGL0L01903g
764	883	3517	1959	CAGL0L01925g
200	217	619	330	CAGL0L01947g
368	438	391	258	CAGL0L01969g
265	360	375	233	CAGL0L01991g
1626	2053	1869	1097	CAGL0L02013g
1398	1872	1299	895	CAGL0L02035g
495	658	615	422	CAGL0L02057g
143	173	188	122	CAGL0L02079g
170	217	329	234	CAGL0L02101g
414	526	513	322	CAGL0L02123g
254	345	537	325	CAGL0L02145g
37	36	121	65	CAGL0L02167g
377	484	562	369	CAGL0L02189g
83	108	163	112	CAGL0L02211g
392	436	628	404	CAGL0L02233g
273	375	374	250	CAGL0L02255g
453	585	612	384	CAGL0L02277g
1048	1262	2514	1122	CAGL0L02299g
60	60	217	137	CAGL0L02321g
895	1219	1995	1183	CAGL0L02343g
1093	1301	1546	956	CAGL0L02365g
320	430	355	223	CAGL0L02387g
114	178	154	109	CAGL0L02409g
262	387	692	440	CAGL0L02431g
483	617	452	312	CAGL0L02453g
8338	9725	7390	5104	CAGL0L02475g
32557	38264	55176	29130	CAGL0L02497g
90	120	205	135	CAGL0L02519g
119	171	157	73	CAGL0L02541g
769	1013	605	401	CAGL0L02563g
322	476	219	145	CAGL0L02585g
64	130	155	101	CAGL0L02607g
325	414	486	296	CAGL0L02629g
202	298	382	249	CAGL0L02651g
517	683	563	389	CAGL0L02673g
493	565	505	355	CAGL0L02695g
137	179	533	327	CAGL0L02717g
34	55	42	24	CAGL0L02739g
1	0	3	5	CAGL0L02761g
433	544	684	440	CAGL0L02783g
658	841	376	258	CAGL0L02799g
883	1185	1021	674	CAGL0L02805g
75	112	388	235	CAGL0L02827g
912	1174	276	257	CAGL0L02849g
1560	1833	277	277	CAGL0L02871g
330	401	168	145	CAGL0L02893g
1284	1423	769	481	CAGL0L02915g
0	0	1	0	CAGL0L02937g
187	221	409	243	CAGL0L02959g
132	154	94	70	CAGL0L02981g
554	664	324	269	CAGL0L03003g
475	659	159	159	CAGL0L03025g
397	519	97	72	CAGL0L03047g
206	281	309	203	CAGL0L03069g
661	872	990	639	CAGL0L03091g
275	346	424	245	CAGL0L03113g
148	235	521	351	CAGL0L03135g
71	64	99	44	CAGL0L03157g
234	281	604	389	CAGL0L03179g
208	300	284	191	CAGL0L03201g
107	150	212	126	CAGL0L03223g
474	611	360	257	CAGL0L03245g
225	188	236	135	CAGL0L03267g
2153	2914	1871	764	CAGL0L03289g
1208	1610	1703	887	CAGL0L03311g
155	206	272	165	CAGL0L03333g
86	121	257	151	CAGL0L03355g
53	52	95	57	CAGL0L03377g
0	0	0	0	CAGL0L03388g
215	292	278	182	CAGL0L03410g
244	365	470	281	CAGL0L03432g
161	214	185	125	CAGL0L03454g
227	324	332	194	CAGL0L03476g
230	318	382	254	CAGL0L03498g
334	393	514	370	CAGL0L03520g
372	441	598	379	CAGL0L03542g
456	623	994	559	CAGL0L03564g
866	936	598	421	CAGL0L03586g
169	200	299	154	CAGL0L03608g
821	1013	1891	1215	CAGL0L03630g
137	180	294	217	CAGL0L03652g
127	168	300	182	CAGL0L03674g
51	54	21	13	CAGL0L03685r
25	43	46	31	CAGL0L03696g
304	398	471	309	CAGL0L03718g
563	864	649	489	CAGL0L03740g
92	130	146	65	CAGL0L03762g
500	608	467	297	CAGL0L03784g
1004	1290	183	168	CAGL0L03806g
681	1206	624	430	CAGL0L03828g
1889	2641	170	166	CAGL0L03846g
733	924	210	191	CAGL0L03872g
3	4	3	4	CAGL0L03894g
145	172	320	261	CAGL0L03916g
126	167	455	341	CAGL0L03938g
401	563	786	494	CAGL0L03960g
57	73	305	127	CAGL0L03982g
920	1133	1149	799	CAGL0L04004g
470	592	122	126	CAGL0L04026g
558	635	1065	622	CAGL0L04048g
148	171	281	179	CAGL0L04070g
555	646	385	280	CAGL0L04092g
226	326	124	90	CAGL0L04114g
218	235	268	185	CAGL0L04136g
216	299	391	239	CAGL0L04158g
140	186	216	124	CAGL0L04180g
52	59	78	48	CAGL0L04202g
422	424	728	453	CAGL0L04224g
1182	1525	1267	779	CAGL0L04246g
183	231	1212	619	CAGL0L04268g
210	253	288	147	CAGL0L04290g
575	690	1655	944	CAGL0L04312g
458	545	936	544	CAGL0L04334g
143	185	192	110	CAGL0L04350g
895	1250	781	541	CAGL0L04356g
44	51	842	533	CAGL0L04378g
271	283	632	349	CAGL0L04400g
258	332	636	388	CAGL0L04422g
